step,type,amount,nameOrig,oldbalanceOrg,nameDest,oldbalanceDest,newbalanceOrig,newbalanceDest,isFraud
13,CASH_OUT,209886.83,C28946,468713.96,C97443,423553.64,258827.13000000003,633440.47,0
30,PAYMENT,276429.12,C64989,664523.9,C90618,22176.06,388094.78,298605.18,0
69,CASH_OUT,275315.93,C99461,149735.97,C32085,336895.32,0.0,612211.25,0
18,PAYMENT,346286.66,C98892,332097.37,C14836,154208.16,0.0,500494.81999999995,0
78,CASH_OUT,127919.42,C41606,66591.96,C38857,132668.44,0.0,260587.86,0
13,CASH_OUT,11825.36,C68120,21583.28,C56329,319905.42,9757.919999999998,331730.77999999997,0
32,CASH_OUT,96193.04,C28296,20343.45,C77086,384090.29,0.0,480283.32999999996,0
71,PAYMENT,93880.46,C77377,173370.94,C91366,216769.89,79490.48,310650.35000000003,0
72,CASH_OUT,11340.17,C38539,729039.61,C90394,101629.51,717699.44,112969.68,0
50,CASH_IN,121344.16,C10512,48402.5,C25649,579000.07,0.0,700344.23,0
71,PAYMENT,53444.97,C66056,131129.54,C53035,369287.16,77684.57,422732.13,0
80,CASH_OUT,7281.12,C42397,246988.06,C66464,112173.37,239706.94,119454.48999999999,0
31,PAYMENT,273423.57,C28402,42870.55,C85801,327912.85,0.0,601336.4199999999,0
51,PAYMENT,21293.7,C52806,124102.91,C88939,530555.23,102809.21,551848.9299999999,0
27,CASH_OUT,13233.73,C26748,16120.2,C65672,42482.88,2886.470000000001,55716.61,0
60,CASH_OUT,22653.97,C68790,182468.48,C36851,88078.94,159814.51,110732.91,0
33,CASH_OUT,144512.23,C69847,115678.35,C83346,69195.7,0.0,213707.93,0
53,CASH_IN,147493.61,C10810,12087.93,C79343,240731.93,0.0,388225.54,0
93,CASH_IN,8964.69,C35146,218082.28,C20899,64208.93,209117.59,73173.62,0
72,CASH_IN,71903.27,C41814,126080.64,C47534,40986.12,54177.369999999995,112889.39000000001,0
33,TRANSFER,117159.29,C37023,233306.63,C41825,255052.85,116147.34000000001,372212.14,0
41,PAYMENT,114872.95,C61615,123770.22,C96674,919819.77,8897.270000000004,1034692.72,0
19,PAYMENT,111150.86,C54639,137338.18,C95382,255850.49,26187.319999999992,367001.35,0
85,CASH_OUT,55217.72,C36870,28578.1,C12301,158656.21,0.0,213873.93,0
41,TRANSFER,52617.66,C10162,40574.45,C33338,83655.49,0.0,136273.15000000002,0
85,DEBIT,251812.35,C60548,289552.6,C88402,93827.21,37740.24999999997,345639.56,0
89,CASH_OUT,306368.09,C14447,148963.16,C86377,623579.76,0.0,929947.8500000001,0
42,PAYMENT,19403.29,C27491,43421.52,C61620,177053.62,24018.229999999996,196456.91,0
23,CASH_OUT,540383.0,C87470,155712.2,C35974,531188.72,0.0,1071571.72,0
75,PAYMENT,14801.78,C60118,279098.36,C49057,547463.11,264296.57999999996,562264.89,0
33,PAYMENT,154367.28,C70790,7713.11,C57627,68153.88,0.0,222521.16,0
20,CASH_OUT,11012.91,C56874,83392.62,C93154,647185.5,72379.70999999999,658198.41,0
25,PAYMENT,97826.24,C48657,267848.29,C87258,22670.16,170022.05,120496.40000000001,0
90,CASH_OUT,80762.84,C45291,121991.89,C47856,335160.93,41229.05,415923.77,0
52,PAYMENT,664768.33,C35715,62213.62,C50825,12251.19,0.0,677019.5199999999,0
12,CASH_OUT,73026.04,C76529,544362.95,C81308,168902.96,471336.91,241929.0,0
32,CASH_OUT,100432.78,C98085,49748.36,C18923,37280.75,0.0,137713.53,0
33,CASH_OUT,127469.49,C67289,118094.68,C66779,69596.55,0.0,197066.04,0
74,CASH_IN,129291.55,C42918,526070.2,C73301,176074.59,396778.64999999997,305366.14,0
68,PAYMENT,101529.42,C37185,88816.35,C14117,6583.83,0.0,108113.25,0
15,CASH_OUT,153540.82,C72462,299723.22,C27793,30289.44,146182.39999999997,183830.26,0
51,PAYMENT,131740.62,C25801,72289.26,C54945,82385.24,0.0,214125.86,0
6,CASH_IN,45917.15,C85885,25702.83,C55630,129687.06,0.0,175604.21,0
91,CASH_IN,12927.13,C96397,51329.69,C90151,43130.44,38402.560000000005,56057.57,0
69,CASH_OUT,233408.98,C69123,46861.8,C74312,122977.62,0.0,356386.6,0
69,PAYMENT,981.58,C35865,432018.93,C15556,132285.12,431037.35,133266.69999999998,0
82,PAYMENT,22775.34,C20646,144581.59,C13371,82882.96,121806.25,105658.3,0
92,TRANSFER,79855.84,C33358,108927.52,C66226,17999.77,29071.680000000008,97855.61,0
35,PAYMENT,154939.89,C53446,18831.88,C99938,541384.18,0.0,696324.0700000001,0
86,CASH_OUT,24028.68,C60139,43110.53,C83348,394482.04,19081.85,418510.72,0
34,TRANSFER,100732.32,C33737,40994.85,C54078,54235.54,0.0,154967.86000000002,0
63,PAYMENT,47484.2,C96349,68003.0,C11892,690134.39,20518.800000000003,737618.59,0
68,CASH_IN,344.3,C65820,94528.94,C18771,113276.89,94184.64,113621.19,0
18,CASH_IN,125573.83,C83560,23045.55,C42974,289735.44,0.0,415309.27,0
26,CASH_IN,98079.98,C59537,135908.75,C35569,337506.49,37828.770000000004,435586.47,0
86,PAYMENT,5710.75,C99314,54901.04,C45939,394307.85,49190.29,400018.6,0
97,TRANSFER,203660.79,C95351,130922.56,C46903,189035.33,0.0,392696.12,0
61,PAYMENT,18663.98,C15995,136507.83,C52912,116551.63,117843.84999999999,135215.61000000002,0
78,CASH_OUT,163135.17,C78533,5359.47,C57919,215281.46,0.0,378416.63,0
95,CASH_IN,51462.03,C68715,56168.84,C18920,78897.75,4706.809999999998,130359.78,0
74,CASH_OUT,24611.95,C38645,37329.5,C47083,211548.76,12717.55,236160.71000000002,0
88,CASH_OUT,88054.1,C69803,12196.41,C90697,91574.3,0.0,179628.40000000002,0
85,CASH_OUT,59986.53,C24783,357821.33,C74295,73428.26,297834.80000000005,133414.78999999998,0
48,PAYMENT,230715.93,C50194,46697.91,C84785,53602.18,0.0,284318.11,0
72,PAYMENT,103340.01,C70356,191417.87,C41234,104645.95,88077.86,207985.96,0
96,PAYMENT,171660.95,C59443,672548.89,C34788,190593.0,500887.94,362253.95,0
31,CASH_OUT,4302.44,C19284,81867.47,C46087,365146.61,77565.03,369449.05,0
34,CASH_IN,64504.23,C79657,99857.03,C57120,112218.15,35352.799999999996,176722.38,0
87,CASH_IN,39368.65,C30237,27582.16,C71067,469994.97,0.0,509363.62,0
89,PAYMENT,17412.36,C68968,211099.71,C33775,341639.87,193687.34999999998,359052.23,0
7,PAYMENT,365852.19,C32082,407225.07,C63906,37309.41,41372.880000000005,403161.6,0
83,TRANSFER,117085.44,C57762,395116.22,C81722,321177.72,278030.77999999997,438263.16,0
7,CASH_IN,36973.15,C72576,95467.53,C94497,3269.23,58494.38,40242.380000000005,0
47,PAYMENT,56434.86,C18319,138135.49,C72478,73954.96,81700.62999999999,130389.82,0
8,CASH_IN,72579.7,C78845,257269.53,C56847,60049.49,184689.83000000002,132629.19,0
78,PAYMENT,1533.02,C26284,182431.62,C41473,260382.82,180898.6,261915.84,0
1,CASH_IN,148854.54,C40026,60818.11,C38141,493419.64,0.0,642274.18,0
77,CASH_IN,164752.87,C97715,367623.89,C80109,579663.68,202871.02000000002,744416.55,0
3,CASH_IN,129532.47,C25221,192993.12,C38825,85708.01,63460.649999999994,215240.47999999998,0
53,CASH_IN,47323.41,C39997,256962.72,C17200,34281.25,209639.31,81604.66,0
92,PAYMENT,10484.73,C90823,32310.55,C42596,121208.75,21825.82,131693.48,0
38,CASH_OUT,498.76,C10476,104556.7,C66808,267146.17,104057.94,267644.93,0
51,CASH_OUT,57340.1,C58137,228254.66,C71041,351316.34,170914.56,408656.44,0
15,CASH_IN,298950.14,C15826,141864.49,C83001,382721.0,0.0,681671.14,0
67,TRANSFER,62725.71,C62049,185050.78,C18039,185191.54,122325.07,247917.25,0
64,TRANSFER,228474.46,C13136,179665.43,C20905,249864.63,0.0,478339.08999999997,0
68,CASH_OUT,90383.62,C35579,834.66,C34971,316892.4,0.0,407276.02,0
5,PAYMENT,97132.21,C94511,134501.15,C78851,40085.66,37368.93999999999,137217.87,0
90,CASH_IN,161851.73,C87795,202806.41,C89224,383812.87,40954.67999999999,545664.6,0
89,PAYMENT,33990.22,C89363,54220.61,C72222,155693.24,20230.39,189683.46,0
10,PAYMENT,75431.27,C92921,105826.65,C52053,59965.31,30395.37999999999,135396.58000000002,0
8,CASH_OUT,9542.21,C65926,74760.66,C31598,75657.99,65218.450000000004,85200.20000000001,0
12,CASH_IN,310283.58,C68999,105835.0,C67655,123586.53,0.0,433870.11,0
64,CASH_OUT,520106.96,C15443,411671.73,C95273,114615.41,0.0,634722.37,0
59,DEBIT,84466.0,C27463,97894.75,C63835,359531.16,13428.75,443997.16,0
67,PAYMENT,254656.53,C64518,58758.71,C44768,273433.65,0.0,528090.18,0
91,PAYMENT,180380.18,C53264,215203.74,C40807,242553.55,34823.56,422933.73,0
50,TRANSFER,74587.92,C95730,186060.74,C51173,302888.91,111472.81999999999,377476.82999999996,0
23,PAYMENT,96883.34,C85982,78128.41,C21183,265093.61,0.0,361976.94999999995,0
40,PAYMENT,130601.95,C78706,235999.88,C52447,43712.23,105397.93000000001,174314.18,0
97,PAYMENT,40273.48,C12026,630.65,C65943,43082.2,0.0,83355.68,0
78,TRANSFER,37051.56,C40851,406437.53,C68882,169491.31,369385.97000000003,206542.87,0
87,CASH_IN,176445.32,C28446,166595.53,C61987,188774.5,0.0,365219.82,0
95,CASH_OUT,20914.2,C78054,155630.0,C69001,65609.4,134715.8,86523.59999999999,0
77,TRANSFER,26964.24,C78192,211534.33,C55705,266849.05,184570.09,293813.29,0
76,PAYMENT,89723.57,C89742,40737.27,C22323,222159.46,0.0,311883.03,0
99,PAYMENT,50647.21,C96326,27291.45,C78855,78440.96,0.0,129088.17000000001,0
18,PAYMENT,14059.78,C45879,295825.45,C51008,173973.85,281765.67,188033.63,0
21,TRANSFER,412883.13,C82888,380516.02,C95931,88107.83,0.0,500990.96,0
1,TRANSFER,64106.34,C77047,131232.08,C69041,13975.51,67125.73999999999,78081.84999999999,0
38,PAYMENT,684559.46,C34431,96776.44,C79074,407359.43,0.0,1091918.89,0
41,DEBIT,60031.11,C68886,249809.97,C80099,559634.49,189778.86,619665.6,0
42,TRANSFER,153784.31,C24591,171534.07,C47898,411187.05,17749.76000000001,564971.36,0
9,PAYMENT,121703.06,C58196,66689.32,C69231,189200.12,0.0,310903.18,0
23,TRANSFER,39481.97,C56590,7044.09,C36994,340764.09,0.0,380246.06000000006,0
78,PAYMENT,8696.67,C80962,77509.71,C72040,266325.07,68813.04000000001,275021.74,0
11,TRANSFER,16453.16,C80219,180527.1,C74709,185414.2,164073.94,201867.36000000002,0
71,PAYMENT,3901.43,C65648,260750.98,C21709,166473.19,256849.55000000002,170374.62,0
31,PAYMENT,107037.25,C71495,8252.55,C86411,134069.96,0.0,241107.21,0
88,TRANSFER,6780.37,C52101,134633.17,C42346,84611.3,127852.80000000002,91391.67,0
26,TRANSFER,35109.67,C51106,9987.7,C83045,40333.61,0.0,75443.28,0
30,PAYMENT,12172.26,C67219,819.38,C87724,37864.93,0.0,50037.19,0
34,CASH_IN,87597.44,C77415,359861.76,C16962,27132.79,272264.32,114730.23000000001,0
46,PAYMENT,120909.46,C57391,49207.08,C55600,106362.38,0.0,227271.84000000003,0
69,CASH_OUT,58973.74,C36606,36933.99,C43058,129265.08,0.0,188238.82,0
5,PAYMENT,316805.04,C33247,18011.01,C41736,85211.66,0.0,402016.69999999995,0
61,PAYMENT,31333.59,C90149,212491.65,C10273,119624.41,181158.06,150958.0,0
83,PAYMENT,484822.21,C49246,42548.79,C60740,53575.71,0.0,538397.92,0
38,PAYMENT,87975.5,C59491,240178.56,C59293,46388.01,152203.06,134363.51,0
28,CASH_IN,196904.84,C77769,29343.33,C38631,206891.81,0.0,403796.65,0
26,PAYMENT,12781.92,C59070,5810.39,C19437,4363.85,0.0,17145.77,0
61,TRANSFER,411442.28,C76459,111195.32,C39794,168158.94,0.0,579601.22,0
23,CASH_OUT,140670.15,C81797,108122.79,C68328,137832.63,0.0,278502.78,0
46,PAYMENT,90296.35,C13374,182667.24,C81510,176304.18,92370.88999999998,266600.53,0
30,PAYMENT,487.51,C43891,143109.06,C92145,267427.28,142621.55,267914.79000000004,0
67,CASH_OUT,422.35,C25708,84682.25,C91831,91693.18,84259.9,92115.53,0
92,PAYMENT,18500.9,C25888,69094.7,C25559,51268.71,50593.799999999996,69769.61,0
33,CASH_IN,52290.76,C64493,250649.51,C98154,245555.01,198358.75,297845.77,0
3,TRANSFER,35084.18,C65187,368082.99,C37055,162432.95,332998.81,197517.13,0
69,CASH_OUT,189539.38,C53803,117749.13,C20972,82433.9,0.0,271973.28,0
83,CASH_IN,139197.6,C44281,262759.93,C61763,210300.35,123562.32999999999,349497.95,0
42,CASH_IN,222498.49,C43178,168998.08,C54076,110401.42,0.0,332899.91,0
62,CASH_OUT,46830.81,C90383,6277.43,C79457,36419.52,0.0,83250.32999999999,0
58,CASH_OUT,154529.29,C83729,150488.95,C88168,33077.08,0.0,187606.37,0
57,PAYMENT,184980.41,C59334,20479.69,C12950,374057.01,0.0,559037.42,0
1,CASH_IN,583978.51,C88339,118557.43,C56503,99286.2,0.0,683264.71,0
73,PAYMENT,150046.73,C57273,135402.55,C24733,197740.32,0.0,347787.05000000005,0
60,CASH_IN,195653.89,C18671,2618.3,C35801,94635.52,0.0,290289.41000000003,0
69,CASH_OUT,36222.88,C76981,192159.75,C68968,59940.12,155936.87,96163.0,0
59,CASH_IN,110812.14,C59485,120428.64,C88231,161127.83,9616.5,271939.97,0
46,TRANSFER,108351.05,C66428,170150.66,C53652,382198.01,61799.61,490549.06,0
34,PAYMENT,87565.64,C73658,74025.02,C60772,302385.75,0.0,389951.39,0
97,CASH_OUT,330764.6,C25962,73142.65,C54174,22168.85,0.0,352933.44999999995,0
25,CASH_IN,54019.54,C27430,110404.61,C96308,261916.1,56385.07,315935.64,0
42,CASH_IN,202463.79,C86069,96515.45,C23787,158.14,0.0,202621.93000000002,0
29,CASH_IN,5758.54,C35613,270999.96,C33619,82921.77,265241.42000000004,88680.31,0
25,CASH_OUT,52699.49,C42877,78356.65,C11707,689430.57,25657.159999999996,742130.0599999999,0
54,PAYMENT,7573.41,C90520,199552.09,C55771,138345.93,191978.68,145919.34,0
73,CASH_IN,90162.66,C28709,485001.41,C71427,237628.94,394838.75,327791.6,0
67,PAYMENT,89739.39,C73657,202769.32,C63465,29321.56,113029.93000000001,119060.95,0
15,PAYMENT,42573.8,C88389,18858.74,C61499,19784.37,0.0,62358.17,0
4,CASH_OUT,236565.07,C31420,270258.1,C64567,133367.12,33693.02999999997,369932.19,0
38,CASH_OUT,17730.42,C38301,307110.93,C22398,275598.13,289380.51,293328.55,0
20,PAYMENT,62412.6,C23410,57483.16,C78771,519045.62,0.0,581458.22,0
23,PAYMENT,89174.24,C54496,80515.22,C16186,103235.14,0.0,192409.38,0
37,CASH_IN,22095.88,C69257,53305.8,C16165,350928.23,31209.920000000002,373024.11,0
62,CASH_IN,171097.67,C98081,428319.61,C89370,83455.85,257221.93999999997,254553.52000000002,0
8,PAYMENT,60806.06,C38763,33883.32,C48863,523791.25,0.0,584597.31,0
37,CASH_OUT,74057.23,C31584,71571.85,C54665,364923.15,0.0,438980.38,0
45,CASH_OUT,52161.41,C90944,56355.2,C26209,44778.56,4193.789999999994,96939.97,0
97,TRANSFER,93151.95,C82578,3505.97,C84437,134410.6,0.0,227562.55,0
33,CASH_IN,168195.18,C24312,209191.9,C24830,405281.52,40996.72,573476.7,0
7,CASH_OUT,40829.98,C86245,75632.46,C52656,254691.55,34802.48,295521.52999999997,0
22,CASH_OUT,36293.43,C31439,168387.44,C15266,479627.73,132094.01,515921.16,0
5,CASH_OUT,242922.23,C79104,87521.92,C67566,199269.45,0.0,442191.68000000005,0
15,CASH_OUT,721983.14,C89503,99459.38,C72913,15385.69,0.0,737368.83,0
21,CASH_OUT,25852.57,C80092,92177.07,C48196,146441.41,66324.5,172293.98,0
89,CASH_OUT,24468.55,C48384,101432.99,C54776,105636.94,76964.44,130105.49,0
17,CASH_IN,16016.45,C48083,336016.41,C78989,5136.72,319999.95999999996,21153.170000000002,0
56,PAYMENT,34638.64,C20197,157165.09,C64806,34961.05,122526.45,69599.69,0
50,CASH_OUT,68590.73,C14971,41890.69,C38306,263096.71,0.0,331687.44,0
7,PAYMENT,485.69,C12114,128179.84,C72004,151502.25,127694.15,151987.94,0
50,PAYMENT,27573.82,C70733,528795.84,C65974,87603.4,501222.01999999996,115177.22,0
60,CASH_IN,195572.65,C82926,84208.73,C13498,522933.34,0.0,718505.99,0
83,TRANSFER,13222.35,C42453,32788.89,C34998,38593.85,19566.54,51816.2,0
7,CASH_OUT,181992.89,C53625,78896.73,C26899,46281.38,0.0,228274.27000000002,0
40,CASH_OUT,82095.19,C33035,49647.6,C21482,93349.96,0.0,175445.15000000002,0
45,CASH_OUT,30821.67,C34085,166708.03,C65294,214851.82,135886.36,245673.49,0
59,PAYMENT,60888.05,C87079,110128.19,C50142,112854.95,49240.14,173743.0,0
88,CASH_OUT,18738.78,C85784,537992.22,C65086,518949.99,519253.43999999994,537688.77,0
75,CASH_OUT,90640.65,C89462,124826.45,C85826,71913.29,34185.8,162553.94,0
55,PAYMENT,8526.2,C51910,117012.37,C58912,41702.19,108486.17,50228.39,0
64,PAYMENT,94426.58,C49053,34686.5,C58824,210664.19,0.0,305090.77,0
65,TRANSFER,64442.55,C18045,66639.7,C13200,776456.57,2197.149999999994,840899.12,0
54,PAYMENT,113.1,C73528,176977.35,C22642,64544.95,176864.25,64658.049999999996,0
96,CASH_OUT,264547.13,C86003,687769.45,C22177,891947.76,423222.31999999995,1156494.8900000001,0
40,CASH_OUT,3007.68,C34184,144913.77,C15972,96112.77,141906.09,99120.45,0
53,TRANSFER,190943.35,C59495,609410.14,C72223,347827.99,418466.79000000004,538771.34,0
44,PAYMENT,29444.1,C32031,32244.18,C41671,178534.92,2800.0800000000017,207979.02000000002,0
63,PAYMENT,402127.33,C43885,206540.93,C35113,1015.58,0.0,403142.91000000003,0
2,CASH_OUT,816578.15,C23494,88764.19,C15227,755737.09,0.0,1572315.24,0
79,CASH_IN,26569.39,C69261,11013.04,C21924,155834.59,0.0,182403.97999999998,0
21,CASH_OUT,29051.69,C29289,25740.99,C60565,87812.99,0.0,116864.68000000001,0
88,CASH_IN,188425.88,C11301,134107.3,C66170,206834.89,0.0,395260.77,0
50,CASH_OUT,15152.43,C48320,40395.03,C85914,172560.3,25242.6,187712.72999999998,0
81,PAYMENT,338.37,C47111,12271.23,C66294,83660.16,11932.859999999999,83998.53,0
52,PAYMENT,99398.93,C76920,88209.78,C77878,58288.85,0.0,157687.78,0
9,CASH_IN,31733.95,C62334,434010.85,C17875,12958.52,402276.89999999997,44692.47,0
99,TRANSFER,46014.33,C91447,161048.81,C61618,430874.78,115034.48,476889.11000000004,0
20,CASH_IN,59331.62,C75582,226598.87,C97705,80130.43,167267.25,139462.05,0
83,CASH_OUT,30903.15,C66985,95500.58,C91280,178733.73,64597.43,209636.88,0
18,CASH_IN,12635.85,C32125,48865.58,C78121,194585.99,36229.73,207221.84,0
84,PAYMENT,123034.16,C66183,57881.12,C53958,316177.4,0.0,439211.56000000006,0
30,CASH_OUT,67911.49,C33633,193346.68,C92988,589272.02,125435.18999999999,657183.51,0
65,CASH_OUT,146400.83,C40671,324585.46,C70945,204948.76,178184.63000000003,351349.58999999997,0
24,CASH_OUT,237303.62,C12805,224568.09,C12028,403531.62,0.0,640835.24,0
88,CASH_IN,25641.17,C13346,7809.56,C74021,146393.47,0.0,172034.64,0
47,DEBIT,225287.8,C23198,165491.9,C25877,9654.93,0.0,234942.72999999998,0
83,PAYMENT,313683.86,C37820,6130.43,C75125,280911.76,0.0,594595.62,0
94,TRANSFER,35332.88,C70114,116603.06,C82324,141546.29,81270.18,176879.17,0
90,CASH_OUT,192632.97,C57511,226987.47,C92849,100454.7,34354.5,293087.67,0
44,CASH_OUT,31841.37,C95493,49709.6,C60051,47692.49,17868.23,79533.86,0
29,TRANSFER,181437.34,C19634,145264.68,C45312,135210.97,0.0,316648.31,0
77,CASH_IN,237719.91,C33139,99386.01,C62097,256194.56,0.0,493914.47,0
68,CASH_OUT,343752.65,C77486,111770.77,C68432,192271.0,0.0,536023.65,0
17,CASH_OUT,85241.51,C15005,35088.05,C37863,8212.61,0.0,93454.12,0
97,PAYMENT,79195.11,C88246,209017.18,C62900,553167.15,129822.06999999999,632362.26,0
5,TRANSFER,10690.85,C36417,40346.0,C72998,42926.06,29655.15,53616.909999999996,0
92,DEBIT,77534.87,C43927,173279.85,C98513,293558.21,95744.98000000001,371093.08,0
88,CASH_IN,182775.77,C11666,56127.09,C69081,572354.46,0.0,755130.23,0
81,CASH_OUT,918.1,C73845,39186.15,C91085,145195.08,38268.05,146113.18,0
50,CASH_IN,239394.14,C99342,176087.49,C82404,60195.55,0.0,299589.69,0
40,PAYMENT,85847.11,C31602,296952.19,C60052,94920.11,211105.08000000002,180767.22,0
46,PAYMENT,102838.01,C48975,36257.81,C99017,58759.9,0.0,161597.91,0
51,CASH_IN,130896.26,C35734,177320.01,C25463,9737.94,46423.750000000015,140634.19999999998,0
11,TRANSFER,263743.43,C77859,247954.35,C38693,63826.79,0.0,327570.22,0
12,CASH_OUT,118531.07,C26494,162796.92,C38995,40803.84,44265.850000000006,159334.91,0
13,CASH_IN,57965.89,C84379,98980.9,C87472,309797.65,41015.009999999995,367763.54000000004,0
64,TRANSFER,195715.85,C34523,59152.41,C13047,54632.67,0.0,250348.52000000002,0
8,TRANSFER,301319.48,C39288,190005.98,C16851,308798.57,0.0,610118.05,0
65,PAYMENT,97076.92,C26461,506533.45,C96431,108895.74,409456.53,205972.66,0
9,DEBIT,144823.08,C88972,36976.19,C47512,155186.26,0.0,300009.33999999997,0
92,CASH_IN,80393.74,C73892,7245.92,C80865,90824.61,0.0,171218.35,0
2,PAYMENT,11771.76,C17605,209408.1,C10942,604217.21,197636.34,615988.97,0
78,CASH_IN,94395.9,C52413,168045.35,C81079,73889.5,73649.45000000001,168285.4,0
13,CASH_OUT,84346.31,C96682,104951.01,C17187,551841.18,20604.699999999997,636187.49,0
2,PAYMENT,69377.29,C73737,115184.42,C28033,86044.43,45807.130000000005,155421.71999999997,0
68,PAYMENT,83113.75,C61182,575909.71,C97336,6784.1,492795.95999999996,89897.85,0
76,PAYMENT,41412.92,C50205,27148.75,C81044,243945.57,0.0,285358.49,0
48,PAYMENT,161668.61,C37335,71000.6,C21508,296503.62,0.0,458172.23,0
74,CASH_OUT,27853.98,C53877,10839.84,C50995,1928.05,0.0,29782.03,0
3,TRANSFER,56573.78,C62665,43450.64,C24064,113053.86,0.0,169627.64,0
68,DEBIT,125012.89,C36116,129.14,C95161,326356.98,0.0,451369.87,0
6,PAYMENT,82620.62,C44046,192305.83,C60201,252785.36,109685.20999999999,335405.98,0
87,CASH_OUT,13984.12,C79638,37475.66,C38298,158.23,23491.54,14142.35,0
5,TRANSFER,68405.05,C36261,4196.49,C21021,133740.94,0.0,202145.99,0
3,PAYMENT,137402.54,C74738,71817.7,C22861,103210.1,0.0,240612.64,0
10,CASH_IN,7298.4,C61468,52301.57,C23095,76751.54,45003.17,84049.93999999999,0
43,TRANSFER,190826.35,C15620,339543.38,C31563,263160.6,148717.03,453986.94999999995,0
19,CASH_IN,71584.78,C67888,322796.09,C53610,201366.05,251211.31000000003,272950.82999999996,0
14,CASH_IN,75135.77,C68487,49608.84,C22631,8143.19,0.0,83278.96,0
21,CASH_IN,83013.17,C95092,168587.12,C21664,34068.09,85573.95,117081.26,0
43,PAYMENT,27913.99,C72288,406193.73,C35500,109429.09,378279.74,137343.08,0
28,CASH_IN,47927.01,C82066,57746.49,C75471,356509.61,9819.479999999996,404436.62,0
21,PAYMENT,110531.43,C22762,201836.23,C40834,1405.91,91304.80000000002,111937.34,0
36,CASH_IN,50251.54,C72981,129894.95,C38023,34923.15,79643.41,85174.69,0
24,CASH_OUT,277855.77,C43227,112348.77,C42789,11699.42,0.0,289555.19,0
54,TRANSFER,236812.16,C49030,1979.85,C70930,109298.96,0.0,346111.12,0
38,CASH_OUT,19358.28,C81027,83423.38,C95430,161669.85,64065.100000000006,181028.13,0
17,CASH_OUT,22135.5,C33861,180592.48,C34897,78938.77,158456.98,101074.27,0
22,CASH_OUT,52936.5,C98627,662809.61,C11303,248556.85,609873.11,301493.35,0
83,CASH_OUT,87503.15,C13956,76477.73,C28287,158202.81,0.0,245705.96,0
45,TRANSFER,214055.08,C36815,324350.58,C72348,265457.62,110295.50000000003,479512.69999999995,0
74,TRANSFER,13420.65,C76300,88678.58,C29441,182874.32,75257.93000000001,196294.97,0
61,TRANSFER,158656.62,C85474,97473.43,C79263,169152.53,0.0,327809.15,1
11,TRANSFER,12946.68,C33683,73775.75,C87920,72473.96,60829.07,85420.64000000001,0
61,PAYMENT,81048.57,C18145,37013.76,C49445,119801.65,0.0,200850.22,0
38,CASH_OUT,86643.85,C46387,192347.11,C24531,84605.65,105703.25999999998,171249.5,0
66,PAYMENT,332458.04,C83388,57941.31,C84679,32788.36,0.0,365246.39999999997,0
33,CASH_OUT,139366.61,C63100,21414.86,C99763,111982.28,0.0,251348.88999999998,0
43,CASH_OUT,128501.93,C37543,422201.16,C80369,565471.73,293699.23,693973.6599999999,0
31,CASH_IN,2533.98,C66953,12573.44,C89599,39411.8,10039.460000000001,41945.780000000006,0
35,CASH_IN,141151.32,C92357,117284.65,C16894,551943.31,0.0,693094.6300000001,0
37,DEBIT,113355.3,C15586,229861.48,C48311,102437.44,116506.18000000001,215792.74,0
47,PAYMENT,113688.09,C49971,24009.77,C55482,44345.56,0.0,158033.65,0
23,PAYMENT,5198.8,C43298,91372.35,C97423,244897.54,86173.55,250096.34,0
36,TRANSFER,49743.06,C71078,33266.94,C65678,334993.57,0.0,384736.63,0
40,CASH_IN,12199.58,C70750,118294.51,C87535,519593.69,106094.93,531793.27,0
90,CASH_OUT,243069.95,C66468,95684.29,C27879,139069.92,0.0,382139.87,0
89,TRANSFER,45706.73,C39009,64876.89,C90879,253223.04,19170.159999999996,298929.77,0
81,CASH_OUT,208926.89,C16037,431433.57,C91257,94716.4,222506.68,303643.29000000004,0
15,CASH_OUT,38234.32,C46695,497404.08,C54056,128313.46,459169.76,166547.78,0
37,CASH_OUT,111219.77,C78682,295820.89,C94597,407205.73,184601.12,518425.5,0
4,CASH_OUT,950.01,C76442,508773.62,C19818,298531.88,507823.61,299481.89,0
22,CASH_OUT,119610.6,C53499,99552.34,C67128,300355.05,0.0,419965.65,0
81,CASH_OUT,119494.47,C67180,71405.35,C81198,30149.77,0.0,149644.24,0
22,CASH_OUT,14830.74,C98116,162935.91,C84423,5991.18,148105.17,20821.92,0
81,PAYMENT,59321.86,C12523,143260.52,C25710,57055.29,83938.65999999999,116377.15,0
78,PAYMENT,114953.15,C68261,204271.54,C51216,16953.02,89318.39000000001,131906.16999999998,0
78,TRANSFER,75680.17,C81666,186272.68,C64344,37308.52,110592.51,112988.69,0
17,CASH_IN,259539.51,C68144,17769.62,C11840,60522.84,0.0,320062.35,0
72,TRANSFER,23680.77,C39526,60697.72,C90824,312425.99,37016.95,336106.76,0
98,CASH_IN,335458.92,C85320,10682.81,C66117,216732.36,0.0,552191.28,0
90,CASH_OUT,67920.68,C83349,334275.27,C16654,609114.18,266354.59,677034.8600000001,0
94,CASH_IN,830725.81,C57172,275314.86,C22199,14602.2,0.0,845328.01,0
86,PAYMENT,55573.12,C20064,186927.18,C98099,518951.11,131354.06,574524.23,0
80,PAYMENT,203037.4,C98630,102873.75,C72955,164434.56,0.0,367471.95999999996,0
